osm_id,osm_type,source_layer,name,capacity,access,brand,stars,rooms,powierzchnia_m2,latitude,longitude
30059916,way,centrum_handlowe,Galeria Grochów,,,,,,5138.88818359375,52.24636971935486,21.08532450322581
30611687,way,centrum_handlowe,Złote Tarasy,,,Westfield,,,26222.947265625,52.2299703221374,21.002204407633588
31004381,way,centrum_handlowe,Home Concept,,,,,,5242.7763671875,52.20939973125,20.951332121875
31331620,way,centrum_handlowe,,,,,,,13823.02734375,52.26338209545454,21.050337822727275
31566289,way,centrum_handlowe,Riviera,,,,,,64470.638671875,54.50472184622031,18.53239131987042
31567787,way,centrum_handlowe,M1 Poznań,,,,,,51754.1767578125,52.38275208504671,16.99436890560748
32005952,way,centrum_handlowe,Galeria Giant Meble,,,,,,9901.59814453125,52.37794061428573,16.978994857142858
32283694,way,centrum_handlowe,Galeria Zielona,,,,,,6879.50634765625,51.41532174352943,21.96978833764706
32454589,way,centrum_handlowe,Targowisko Manhattan,,,,,,12674.16943359375,53.44305048437499,14.55060955625
32488602,way,centrum_handlowe,Pasaż Rondo,,,,,,5166.37646484375,52.38141104062499,16.946180431250003
34203229,way,centrum_handlowe,M1 Łódź,,,,,,47301.2216796875,51.793699656626494,19.50980322530121
34435357,way,centrum_handlowe,Okęcie Park,,,,,,16303.5380859375,52.16999779090909,20.93379606818182
34982153,way,centrum_handlowe,,,,,,,14993.82861328125,52.240003814285714,20.907169207142854
35319011,way,centrum_handlowe,Kaskada,,,,,,20901.72607421875,53.42817381860466,14.550538458139537
37350848,way,centrum_handlowe,CH Atrium Plejada,,,,,,33137.158203125,50.34644142033898,18.849742332203395
37813473,way,centrum_handlowe,Auchan Hetmańska,,,,,,28301.69140625,53.13537704468086,23.11766488085106
38918769,way,centrum_handlowe,Galeria Agora,,,,,,10498.373046875,50.34760938666668,18.91924783833333
39267680,way,centrum_handlowe,Auchan Komorniki,,,,,,28568.8984375,52.35426685537193,16.835196422314045
39350395,way,centrum_handlowe,Miasto Wnętrz,,,,,,14615.57568359375,52.432506737037045,16.948657566666668
39518678,way,centrum_handlowe,Galeria Handlowa Madison,,,,,,5982.56982421875,54.35654459411765,18.6491737
39524935,way,centrum_handlowe,Galeria Łódzka,,,,,,19315.13623046875,51.75894780212767,19.464671168085108
39540389,way,centrum_handlowe,Aleja Bielany,,,,,,210848.0625,51.04774895789473,16.957968678947367
39987029,way,centrum_handlowe,Galeria Zielone Wzgórze,,,,,,27028.30859375,53.12402108222224,23.098870728888883
40049557,way,centrum_handlowe,"Centrum Handlowe ,,Mozaika""",,,,,,21402.4306640625,51.235168831428574,22.493045897142853
40050275,way,centrum_handlowe,Lublin Plaza,,,,,,12420.8798828125,51.245039776923086,22.55066414615384
40674196,way,centrum_handlowe,M1 Bytom,,,,,,32858.12060546875,50.37984386999999,18.891139542500003
40774168,way,centrum_handlowe,Galeria Auchan,,,,,,20406.806640625,51.18636296176472,16.169825445588238
41311512,way,centrum_handlowe,Stop Shop,,,,,,7248.92333984375,51.18478458,16.171527140000002
